"entity","label","start_char","end_char","source_url"
"Alan Turing","PERSON","2045","2056","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Turing","ORG","2190","2196","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AI","GPE","2336","2338","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Microsoft Copilot","ORG","2769","2786","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Gemini","PERSON","2791","2797","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Google AI","ORG","3436","3445","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Google Search","ORG","3993","4006","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Alexa","ORG","4076","4081","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Google","ORG","4085","4091","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Microsoft","ORG","4182","4191","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Copilot","ORG","4194","4201","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Claude","PERSON","4207","4213","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"ML","ORG","5274","5276","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Examples of ML","ORG","5942","5956","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Siri","GPE","9000","9004","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"ANI","ORG","9035","9038","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AGI","ORG","9546","9549","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"ASI","ORG","10452","10455","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"GPT","ORG","11200","11203","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"3.5","PRODUCT","11204","11207","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"OpenAI","PERSON","11629","11635","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Generative Pre-trained","PERSON","11812","11834","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Transformer","ORG","11835","11846","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"GPT-3","ORG","11852","11857","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"2020","DATE","11896","11900","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"GPT-4","PERSON","12017","12022","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Tesla","ORG","12555","12560","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Alphabet","ORG","12695","12703","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Uber Eats","PERSON","12785","12794","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"San Francisco","GPE","12801","12814","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"CA","ORG","12816","12818","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Phoenix","GPE","12824","12831","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AZ","ORG","12833","12835","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Cruise","PERSON","12837","12843","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Audi","ORG","12897","12901","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"GM","ORG","12903","12905","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Ford","ORG","12911","12915","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Boston Dynamics","ORG","13009","13024","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Boston Dyanmics'","ORG","13152","13168","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"DeepMind","PERSON","13291","13299","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"2016","DATE","13386","13390","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AlphaGo","ORG","13404","13411","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AlphaFold","ORG","13518","13527","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Chatbot Arena","PERSON","14683","14696","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"GPT-4 Turbo","PERSON","14734","14745","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"1.78 trillion","MONEY","14836","14849","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"NLP","ORG","17181","17184","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Gemini","GPE","17594","17600","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Amazon Alexa","ORG","17645","17657","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Apple","ORG","18106","18111","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Pixel","PERSON","18161","18166","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Perplexity","ORG","18318","18328","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Google Translate","ORG","18522","18538","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Microsoft Translator","ORG","18540","18560","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Amazon Translate","ORG","18562","18578","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Microsoft 365","ORG","18670","18683","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"LLM","ORG","18709","18712","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Excel","PRODUCT","18788","18793","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Teams","ORG","18795","18800","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Email","PERSON","18860","18865","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Clarifai","ORG","19187","19195","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Amazon Rekognition","PERSON","19276","19294","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AWS","ORG","19299","19302","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"OpenAI Codex","ORG","19625","19637","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"GPT-4 API","PERSON","19861","19870","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Amazon Bedrock","ORG","19875","19889","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"IBM","ORG","20505","20508","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"OpenAI","GPE","20658","20664","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Alphabet
Google's","ORG","20737","20754","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"DeepMind","PRODUCT","20855","20863","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Google Bard","PRODUCT","21039","21050","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Bard","ORG","21122","21126","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Bard for Gemini","ORG","21265","21280","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Document AI","ORG","21436","21447","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Youtube","GPE","21484","21491","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Alphabet's AI","ORG","21582","21595","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"every day","DATE","21618","21627","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Nadella","PERSON","22041","22048","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Copilot","GPE","22198","22205","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Bing","PERSON","22225","22229","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Microsoft Designer","ORG","22302","22320","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Apple
Apple","ORG","22322","22333","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Baidu","ORG","22544","22549","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"Lenovo","ORG","22568","22574","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
"AI
However","ORG","25260","25270","https://www.zdnet.com/article/what-is-ai-heres-everything-you-need-to-know-about-artificial-intelligence/"
